selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,model_id,assigned_voice_id,assigned_speaker_id,assigned_emotion_id,terminal_state,actual_voice_id,actual_speaker_id,actual_emotion_id,actual_seed,generation_attempts,retry_errors,raw_relative_path,raw_audio_sha256,duration_s,original_sr,device,error
44,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fd0383408c60,v4:kk:Train/tv_news/5fd0383408c60,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F1,4,,succeeded,ISSAI_KazakhTTS2_F1,4,,11586787,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/d1/d176126094416f616421e515080d59a251828fce1e3b129a69cb401c182d6f8b.wav,54a6bcdd5e6ca3188a3d306727e0c99782aed2d813a03b112c3305f176f2c746,5.143219954648526,22050,local_cpu_piper,
48,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_09_408,v4:kk:Train/podcasts/04_09_408,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F2,5,,succeeded,ISSAI_KazakhTTS2_F2,5,,1433409691,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/f2/f2472f218bad854fa0c4940b904de500926fc30e2b38cb7e533892e03370c8c9.wav,682b47193b7a698bc14dad958894860940524c831ec358f8082ed2e036616642,6.757006802721088,22050,local_cpu_piper,
52,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/06_10_086,v4:kk:Train/podcasts/06_10_086,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_M2,,,succeeded,ISSAI_KazakhTTS2_M2,,,198563386,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/27/2721caa2a6042a75ddebe4704770a3bc54cfe6821c231f12403a40be7f2c813f.wav,957a9825ba8aa17da0dfcded1e3efd9e5c2bd1d9ba5241ce548f1f4ab34cedf1,6.8034467120181406,22050,local_cpu_piper,
56,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_01_057,v4:kk:Train/podcasts/01_01_057,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_M1_Iseke,1,,succeeded,ISSAI_KazakhTTS_M1_Iseke,1,,968385702,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/d6/d65de0197c9fd16e238cb07a559ed4a20e334534c486ab0ff0601c6341404e3c.wav,16f8c4a3b91c3cb0d07e38f6af899558a8cf84da773c1291085626d61d7db648,3.9938321995464854,22050,local_cpu_piper,
60,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_22_052,v4:kk:Train/parliament/senate_22_052,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F3,2,,succeeded,ISSAI_KazakhTTS2_F3,2,,680996897,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/b3/b3a7efd5b0784a42e23a7a656c151f2e40f6ebe0e9f38774c742e4f967f9cca3.wav,93fcf9157789a7de0d0bab8470cc85718eb6a2b8510352e6afce4d44a38ae230,3.111473922902494,22050,local_cpu_piper,
64,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/06_08_109,v4:kk:Train/podcasts/06_08_109,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_F1_Raya,3,,succeeded,ISSAI_KazakhTTS_F1_Raya,3,,1236747623,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/95/956d4f9f3e43212dc6d432ba28f6fdfdae640d41539e9250ddc1263f74cf3234.wav,3e261d9e81fb4c2f32e79e909a8af391abc60c1b3d4d7d7283605c78cce06c26,1.3467573696145125,22050,local_cpu_piper,
68,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_16_284,v4:kk:Train/talkshow/01_16_284,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F1,4,,succeeded,ISSAI_KazakhTTS2_F1,4,,1950456835,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/96/96aefe1bed631346fafb68fb8bac08ddc8c97d123731e4b94ad647a2811ff911.wav,4f44ded471cd9f316a7af8f191adf81856cf89e9aaf27c8fa9cc54faf515588a,8.904852607709751,22050,local_cpu_piper,
72,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f834dc80e247,v4:kk:Train/tv_news/5f834dc80e247,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F2,5,,succeeded,ISSAI_KazakhTTS2_F2,5,,1217881221,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/9b/9b573facb6dc20a7867e35a57dfb6474d3cc9eb04e7c22f886eebf8b5715127a.wav,d73d1ce8e9d7f3857c0b1f6c1fcd39f6b1d60edd8d9bc007029e902709ac5322,7.801904761904762,22050,local_cpu_piper,
76,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_07_005,v4:kk:Train/radio/01_07_005,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_M2,,,succeeded,ISSAI_KazakhTTS2_M2,,,534164593,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/3f/3f7363870c98492c272cd9c0ac3a3a0b06cc7cad0044327f6f72a735c91f0d25.wav,c391863314f1d1e101e1ee038ff4db90af7c3d2d7df17e26e6b58922c770fee4,1.7414965986394557,22050,local_cpu_piper,
80,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cf48f1c8e,v4:kk:Train/tv_news/5f71cf48f1c8e,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_M1_Iseke,1,,succeeded,ISSAI_KazakhTTS_M1_Iseke,1,,960119787,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/67/67b3f3d893e1428df97f6310a29ef34d5c3777a64d78a42e0e8befd433b3705a.wav,072fb4c6033e7f56131a0c453783f838b27778ef7c50dba64a9503adf67a3a59,8.208253968253969,22050,local_cpu_piper,
84,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_09_510,v4:kk:Train/parliament/senate_09_510,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F3,2,,succeeded,ISSAI_KazakhTTS2_F3,2,,2013028230,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/88/880871c6ebdc61c94bafe260cc76700aa9910db9ed17e75158d3e500d2e3df2a.wav,d549b78dfeb3daafe9cabc6d7f2212c2c70c6a596a17010f858cba94c610c864,3.4133333333333336,22050,local_cpu_piper,
88,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_2_272,v4:kk:Train/parliament/mazhilis_17_2_272,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_F1_Raya,3,,succeeded,ISSAI_KazakhTTS_F1_Raya,3,,626252671,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/65/6544217c729d505ed4b258a0c39f67e5a2b6b2b4b83ecb19b1e858482a082c6d.wav,a086f97e9c3e06b03df7d5ce2b63f2a9041be6ea5275b9db726410c3cc415160,12.503945578231292,22050,local_cpu_piper,
92,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_05_139,v4:kk:Train/podcasts/01_05_139,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F1,4,,succeeded,ISSAI_KazakhTTS2_F1,4,,1865731216,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/b0/b0d82eea63342f75ff912352996382f207528f2f1ad24a70ead4281543a5bca8.wav,10f6f998f910fb1de7d513645655c70e985189f6356e1e9c8c964da3d77ea76b,4.760090702947846,22050,local_cpu_piper,
96,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_25_087,v4:kk:Train/talkshow/01_25_087,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F2,5,,succeeded,ISSAI_KazakhTTS2_F2,5,,1414398634,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/97/978c87b1b197fcc2dd363d07cb170b986170944b6b5fa60c7eea4c93d0324c8d.wav,6bbe69ddef23821644233bb572067a449779cb8c21a73032b737349f739541cd,3.4481632653061225,22050,local_cpu_piper,
100,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d1792c233,v4:kk:Train/tv_news/5f71d1792c233,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_M2,,,succeeded,ISSAI_KazakhTTS2_M2,,,1900538307,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/d5/d5da0dbd74501a997ce5148fd984dcbc4e962ebbce4f9ea596ef1b1c8622e6fa.wav,644b8279c652ec1e87579d755e81c91759388a9cc476dee6adaa7ee7f2903893,1.18421768707483,22050,local_cpu_piper,
104,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_44_477,v4:kk:Train/talkshow/01_44_477,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_M1_Iseke,1,,succeeded,ISSAI_KazakhTTS_M1_Iseke,1,,1627846386,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/fa/fa13ea75f067edcbcf640e8c74ffec0bdf36fc58249388885e65a2cc516f42fb.wav,737436e0b7e83ecdffb2431f3f840ee8ad96c0af29f2995861511d25464f2cd4,6.339047619047619,22050,local_cpu_piper,
108,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_14_160,v4:kk:Train/radio/01_14_160,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F3,2,,succeeded,ISSAI_KazakhTTS2_F3,2,,2076418714,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/b5/b50cd943fe6c3bd9995aff1c50620334e84be9df49bf7cf45ed618ed244ba499.wav,dad2158efaa3d11bd4cf0e3d1baf6dc843c77c179d44e381607e7af5651b0098,3.7616326530612243,22050,local_cpu_piper,
112,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_25_571,v4:kk:Train/parliament/mazhilis_25_571,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_F1_Raya,3,,succeeded,ISSAI_KazakhTTS_F1_Raya,3,,476145316,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/93/938f3a5cba1780fce232ecccee913f6e0fac782d569ce837580fd1013abb9723.wav,31de140fbbe69243262056c0b57d32cbbe7185637f0fc90c9a05265dc3122639,11.888616780045352,22050,local_cpu_piper,
116,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/06_07_083,v4:kk:Train/podcasts/06_07_083,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F1,4,,succeeded,ISSAI_KazakhTTS2_F1,4,,632136818,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/1a/1a8a0f42a69a00f495475ea32795437fe43fe538656d2e10550becfa13f898c8.wav,f8aab2fb988feac64c90e2fa787adc00e9b5a845e5ea175632f150c403ea0718,4.272471655328798,22050,local_cpu_piper,
120,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_46_475,v4:kk:Train/talkshow/01_46_475,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F2,5,,succeeded,ISSAI_KazakhTTS2_F2,5,,1300315860,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/51/51a7367f58901153886ebc544fb068c8d86c96a675edc4f4ed33ee66e1e169cb.wav,0c92759ff3bd8fca8738e470cfc9db5b5d4605a7191a201bde3a4e5be1013965,6.30421768707483,22050,local_cpu_piper,
124,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e7e295dc4,v4:kk:Train/tv_news/5fa2e7e295dc4,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_M2,,,succeeded,ISSAI_KazakhTTS2_M2,,,821523945,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/55/55446abc6f4c2ea17295fce58c84d81433bd3e6a27aa6635fbbf634fca96a5aa.wav,b36e517cafd390c006dad109c8c598ba9f9393cb179ef0d681701ae19cce5970,2.147845804988662,22050,local_cpu_piper,
128,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d0e1cf123,v4:kk:Train/tv_news/5f71d0e1cf123,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_M1_Iseke,1,,succeeded,ISSAI_KazakhTTS_M1_Iseke,1,,1508038899,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/10/10792c09659669dc53ae52fba7b543b2cbddc60eac64e7c0f2c84a9a5e7b4f1c.wav,9b57f0eb0caffb21266bb36daf007a51ae417667cefe5a72b3bd932001b0b74b,2.647074829931973,22050,local_cpu_piper,
132,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_89_425,v4:kk:Train/radio/01_89_425,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F3,2,,succeeded,ISSAI_KazakhTTS2_F3,2,,943400110,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/b1/b13237da24555ee559ade2827e20e08214d1cb57462ebdfbe5f601a3f3889466.wav,1c6042c168af429cd5075f3b5efe3bb514e4bb81fb342fb8c3b4e4a7c0f01175,2.2291156462585033,22050,local_cpu_piper,
136,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_20_0716,v4:kk:Train/parliament/senate_20_0716,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_F1_Raya,3,,succeeded,ISSAI_KazakhTTS_F1_Raya,3,,1710373112,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/f6/f6fe971905d3ba88e93bb5cdbf8b1d57b8d1dc4abb76a764c45658cbb051afbb.wav,55a21650aa9597b939229c81a8ebc7599cb477d876c896b15ba418b87755f945,6.664126984126984,22050,local_cpu_piper,
140,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_04_747,v4:kk:Train/podcasts/01_04_747,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F1,4,,succeeded,ISSAI_KazakhTTS2_F1,4,,144855716,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/44/44f8e611719281c5dd1a1e2c4a79f6d364304d0f335f64384f1c3d1fa743b31d.wav,65435ebcbcd86513d6500b83ba56ff9f0b57f9377c120a860ba8d0df3940e986,8.870022675736962,22050,local_cpu_piper,
144,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f834debb1256,v4:kk:Train/tv_news/5f834debb1256,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F2,5,,succeeded,ISSAI_KazakhTTS2_F2,5,,1023635494,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/7b/7b241643d4ec39fdb0ed9e1f0a42de99780d8fe51989108078dc011021000ecf.wav,014c9f92e98da293aa6661e6baaa338c8cc13af362d95184068dddf5565c9c75,7.87156462585034,22050,local_cpu_piper,
148,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f834deb6b119,v4:kk:Train/tv_news/5f834deb6b119,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_M2,,,succeeded,ISSAI_KazakhTTS2_M2,,,153975577,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/a5/a5ea3571294fb5041e41feceff3e08f0b760ad86ca0beac80d75fc229d095f0c.wav,3b9bd2a7cda68c1d4c625dc9c1c5d5578645ef7457ce5cd99c261aabc4d9858b,6.849886621315193,22050,local_cpu_piper,
152,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_42_171,v4:kk:Train/talkshow/01_42_171,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_M1_Iseke,1,,succeeded,ISSAI_KazakhTTS_M1_Iseke,1,,1763654037,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/ef/ef906f4add0e43b047f4cee60d400178de10ae437d7449890673adbb430ee394.wav,acbb4829414e35f4b2963aedae7b876929c56980bd5f1c7eb08da2c38a3666fa,10.042630385487529,22050,local_cpu_piper,
156,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_15_869,v4:kk:Train/parliament/senate_15_869,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F3,2,,succeeded,ISSAI_KazakhTTS2_F3,2,,1284261077,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/c2/c21c174cc7ea6352b6491b02d675629f08005780101ed0de6605d062db77285e.wav,143e286a95009640902c61d0342a583fd4c429aa75bd5d65233baedf870796d7,4.051882086167801,22050,local_cpu_piper,
160,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_44_337,v4:kk:Train/talkshow/01_44_337,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_F1_Raya,3,,succeeded,ISSAI_KazakhTTS_F1_Raya,3,,909556600,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/36/36d0224872f03fc09bdd2115118e9432686748cc87f683869bffaafd4fbe4624.wav,adcde6ceca460e460108555b4d6096c6bda3b277b7d19fdb0ba6aba0fc0b4ac4,3.0998639455782313,22050,local_cpu_piper,
164,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_11_022,v4:kk:Train/podcasts/01_11_022,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F1,4,,succeeded,ISSAI_KazakhTTS2_F1,4,,1741646088,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/d0/d0c167f5c2236121d4787b29dda8c8ec1e0be3bc96c9c5b568c50ea5f07e4996.wav,53300ff5b2251e1140e15b177733331ac05745e213a73c4464cd4b9ad020bbb1,7.7090249433106575,22050,local_cpu_piper,
168,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_48_133,v4:kk:Train/radio/01_48_133,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_F2,5,,succeeded,ISSAI_KazakhTTS2_F2,5,,808625361,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/15/15935f1657f76a15158af8ce1b0ecf7889fbe7cdc853e83f638d89dbde0a4c92.wav,8711a6754ae0c9d99995ac96d19945bff574c1a5ffba6e694053baf7c92db647,3.680362811791383,22050,local_cpu_piper,
172,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_21_526,v4:kk:Train/talkshow/01_21_526,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS2_M2,,,succeeded,ISSAI_KazakhTTS2_M2,,,529690592,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/d9/d9583e3b10f5382a3f9ff2ea32132cc11275c7fa4d9a857c166908ca4877f2af.wav,a1d4a44fd9314ddac91d7b33a678654f2c5a25a584dc4b909dbbcbbe4adcbbff,1.6602267573696146,22050,local_cpu_piper,
176,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/05_00_135,v4:kk:Train/podcasts/05_00_135,kk-piper-issai-high-v1,piper_neural_tts,piper_kk_issai_high,ISSAI_KazakhTTS_M1_Iseke,1,,succeeded,ISSAI_KazakhTTS_M1_Iseke,1,,1429932767,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/ab/abfa8ea53dbbe1b0f5da2a17a54d190a030ebc5a78c955e1298da56ab6f7ebc4.wav,d7c0ff4a7b3da15313d476c644a58d561e9b8890c2d999be44cc19037da9a30c,8.185034013605442,22050,local_cpu_piper,
