selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,model_id,assigned_voice_id,assigned_speaker_id,assigned_emotion_id,terminal_state,actual_voice_id,actual_speaker_id,actual_emotion_id,actual_seed,generation_attempts,retry_errors,raw_relative_path,raw_audio_sha256,duration_s,original_sr,device,error
41,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_30_211,v4:kk:Train/radio/01_30_211,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:low,,,succeeded,male:high:low,,,1321185501,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/ea/ea8fa35375aa157a8fc8692d13dadb5715f032724847f551e197d49305114ff5.wav,2c57ba4dd3385bf55d170f0dbd4cc569ae44134e6a1e1e3507baff0f0492a01c,2.72,16000,local_cuda_sparktts_controlled_bicodec,
45,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_57_518,v4:kk:Train/radio/01_57_518,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:high,,,succeeded,male:high:high,,,255652945,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/81/81d8d02602fe881f77a708b2d47ca85e39cf12443b6f4a9a872197d01fbd6830.wav,c52adb1e9fe4df44c425c18e13eeefc4ef9c1a204a7ebba491fc1794d558a0fd,9.96,16000,local_cuda_sparktts_controlled_bicodec,
49,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e8d261e67,v4:kk:Train/tv_news/5fa2e8d261e67,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:low,,,succeeded,female:low:low,,,633180709,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/91/91007753eb66c9278713af467994e69924778a540a0e670f792cc9188b756be2.wav,d8a9db5bf570c0f8ac70007f1f22be49a8c832f8e034b79533197e38cfc49761,7.28,16000,local_cuda_sparktts_controlled_bicodec,
53,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e80b006e5,v4:kk:Train/tv_news/5fa2e80b006e5,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:high,,,succeeded,female:low:high,,,855306444,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/2e/2e0e6c676acf0afe62dff8c757f805d0830b2a4c29901c12ed5576513d36d1de.wav,b41e461ff863a8f444889c56de6c72df0517dfd7b6392cba87991b74fc147d4b,2.16,16000,local_cuda_sparktts_controlled_bicodec,
57,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_04_408,v4:kk:Train/podcasts/04_04_408,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:low,,,succeeded,female:moderate:low,,,540482881,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/da/da9dd654a1b0db94f1979982c784b10d0a4a7cf781fd512250b6836310d6ff91.wav,ac8c10783bdaabd6b116061a3c9e1d52622df60003259e368c41538f8a119934,4.54,16000,local_cuda_sparktts_controlled_bicodec,
61,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_87_363,v4:kk:Train/radio/01_87_363,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:high,,,succeeded,female:moderate:high,,,134371302,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/1f/1f3daa5aef12865bd7d1e0507d9d83bf50125218efa75f58fbbed6b4796b5d7b.wav,594a2a5f9082f85289ef8828d3fefe4afff436eeac3a1d339a31f69269df1ad8,9.08,16000,local_cuda_sparktts_controlled_bicodec,
65,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_50_348,v4:kk:Train/talkshow/01_50_348,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:low,,,succeeded,female:high:low,,,865398642,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/d8/d8ff1ef99a98c7c3c9f710c23ea90840cae0e6db9d77027656951dc1fa0639dc.wav,d11cd77715806191c15fca492f3962a53284979326af27f45e4ac42c4bf57896,6.26,16000,local_cuda_sparktts_controlled_bicodec,
69,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_20_0010,v4:kk:Train/parliament/senate_20_0010,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:high,,,succeeded,female:high:high,,,75370906,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/88/88115958482e0496293b13c935ac20803392aac9c1fec1003819a90e0298a5dc.wav,eedd5500d397ba9279c9faf0b8af1b9d640963626d9ad6106a43a4808067ae59,10.24,16000,local_cuda_sparktts_controlled_bicodec,
73,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_81_240,v4:kk:Train/podcasts/03_81_240,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:low,,,succeeded,male:low:low,,,477833422,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/6c/6cfdfb2cb815045b6f7165f6c8b48cc2530d5ae58b3c9200af5d8e7ce81ef9ca.wav,c3fe1a003b02a5754efa3cf688a2ee9599429ab93d66409d539078c902f2e7f5,8.42,16000,local_cuda_sparktts_controlled_bicodec,
77,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_31_116,v4:kk:Train/radio/01_31_116,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:high,,,succeeded,male:low:high,,,658632962,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/32/325efef6b1af63f65075028fa0f2c23c8fd74574a36bb169b5814372f26e7c07.wav,68c02958f5c0df6dcc4dbe358049418bf2999048813302ec8dc982e58940e7a2,13.02,16000,local_cuda_sparktts_controlled_bicodec,
81,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_16_1_437,v4:kk:Train/parliament/mazhilis_16_1_437,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:low,,,succeeded,male:moderate:low,,,727201589,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/7b/7b60af17c4e8b7c00c16b9c9e64c2d42b8c771a10494f8777efe14e4c6b4d454.wav,42eefe7b34eb2c6cc0e2cb1bf88f80999318a1b662b90ef0e62d06d094bb0bf6,9.84,16000,local_cuda_sparktts_controlled_bicodec,
85,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_1_137,v4:kk:Train/parliament/mazhilis_17_1_137,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:high,,,succeeded,male:moderate:high,,,85370609,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/ba/ba8195c139699c3e3952d4647c1271f37b039c8db341eda6100701041b108861.wav,c74b958fc532945939d686e54cf8471bc0fd6c8fd02eb42c03b18d0d363179d5,9.9,16000,local_cuda_sparktts_controlled_bicodec,
89,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_43_355,v4:kk:Train/radio/01_43_355,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:low,,,succeeded,male:high:low,,,1232937744,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/00/00bbe12d275093f5a6d5ce9b201aa8d0fb830d986187e0d4f59ca32489570876.wav,e417183aae1b57f14f6c0f78a489f1b00d5392152322a8af8f8dc394e52d87ea,4.16,16000,local_cuda_sparktts_controlled_bicodec,
93,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d303c1da9,v4:kk:Train/tv_news/6006d303c1da9,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:high,,,succeeded,male:high:high,,,1340593516,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/d2/d2ca4c2875f74e88d733c78a4a9f5595c22ecc9e817dac43a60f4a77da6c2132.wav,7e22b36e3957fa28be5a1bc900920989d6885850d07e3d9c71cc0bb78c1b733b,3.9,16000,local_cuda_sparktts_controlled_bicodec,
97,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_15_036,v4:kk:Train/parliament/senate_15_036,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:low,,,succeeded,female:low:low,,,1033161750,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/bf/bfefae286f9b41596cb7083642ed0e8a207712295c50092de678dcdcf5111b0f.wav,f7d2e35ee159b7451bce7ed1708e287605478dea06e084951d5f08097b9d29bc,4.52,16000,local_cuda_sparktts_controlled_bicodec,
101,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_08_053,v4:kk:Train/radio/01_08_053,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:high,,,succeeded,female:low:high,,,897806847,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/57/574f471377aab2d23fe1d350796afa9bc0f52f4a2b5fa8600bda0706601bf0ab.wav,1e1e5be72a1fea5b016cd47aeb4765713e854c970c139b90d277a6b4a51dfc18,3.62,16000,local_cuda_sparktts_controlled_bicodec,
105,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_81_195,v4:kk:Train/talkshow/01_81_195,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:low,,,succeeded,female:moderate:low,,,1972496578,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/80/80e4420e421b344f8857f2d78c7fbb368ffb0112481d8c801be4cfa2d3777bed.wav,c372e334068c1b7e6dd30cf63f68754b81b13a583a74dda5ae30c4cf67cfd214,7.62,16000,local_cuda_sparktts_controlled_bicodec,
109,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_09_802,v4:kk:Train/podcasts/04_09_802,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:high,,,succeeded,female:moderate:high,,,422074279,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/55/55607710be66a2b35359d7f0025b14816af3228f566f43e2dcb746ae98e56631.wav,aa97273b88a0675d2f98923f15130eccf1d4192a00d9aa4625c1375b2bff9f2c,5.1,16000,local_cuda_sparktts_controlled_bicodec,
113,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_25_011,v4:kk:Train/radio/01_25_011,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:low,,,succeeded,female:high:low,,,527821218,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/5d/5d61589bcf7f3f5dd63dcfa0671108f259c692067b1242002635fef6f080302d.wav,42dfb6ad1f240e2f2dfd99c2e56570694693a647f2c156621846730d1c37c461,4.44,16000,local_cuda_sparktts_controlled_bicodec,
117,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_18_210,v4:kk:Train/talkshow/01_18_210,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:high,,,succeeded,female:high:high,,,545784647,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/c0/c0e2bbe011d44c5d8b08c550facce1258f3f638ba177956f145b5fdd06cc6a6a.wav,f0f5af360ac52053b9c3f65adf09af25e34b84d8bbedbc650c77f64123d7b456,8.48,16000,local_cuda_sparktts_controlled_bicodec,
121,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_15_2_721,v4:kk:Train/parliament/mazhilis_15_2_721,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:low,,,succeeded,male:low:low,,,1168260285,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/7b/7b911cbcbac4ed866dabfacb334d35499d45133b931658ad6da5ba4c10c60722.wav,54a0ec4f4761885887bcacaa04e80350745ca08aa2f627899507fbee84c43741,11.88,16000,local_cuda_sparktts_controlled_bicodec,
125,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e6dcc4ebe,v4:kk:Train/tv_news/5fa2e6dcc4ebe,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:high,,,succeeded,male:low:high,,,1561004304,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/6c/6c116acc2c881fa68bd90ece452d49a54373d6871002eb3dafe42d6d666f1ab2.wav,d51560813f4e5b36e177c11d011d167b3818994d4d887b4ec5c3072ef5991164,2.42,16000,local_cuda_sparktts_controlled_bicodec,
129,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_00_160,v4:kk:Train/podcasts/04_00_160,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:low,,,succeeded,male:moderate:low,,,2046391168,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/28/2814993c61e79eeb3f72c68ddf8719a5fa2c76b26d381e658a30f22965fd02b7.wav,c258e363257f103f1da24b606ce89a8bde76264095a1db66a8f4f0b563de6c70,9.76,16000,local_cuda_sparktts_controlled_bicodec,
133,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_04_168,v4:kk:Train/parliament/senate_04_168,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:high,,,succeeded,male:moderate:high,,,1418225221,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/b1/b1ceec747d0480ec107cde37aad2e5da9b64916dffc2da7c526ba7f40dac6a28.wav,303c9bb048fc255344b177ebf35e497fdb33a769c70949e791734768e2d67a45,10.32,16000,local_cuda_sparktts_controlled_bicodec,
137,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_48_145,v4:kk:Train/radio/01_48_145,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:low,,,succeeded,male:high:low,,,365696306,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/99/997570b0fe803d55e5463f411ac5a3357375a4624348d40a3dda5000c3b38756.wav,d423546f376899805642d55134aaf933851a0e18e1cf7ba6aa112eb4c85e4a4a,9.58,16000,local_cuda_sparktts_controlled_bicodec,
141,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e752cd98f,v4:kk:Train/tv_news/5fa2e752cd98f,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:high,,,succeeded,male:high:high,,,1935905421,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/5b/5b5b004f9ddee36898b03952bd2c5b8c204f37553a75be5c33d15bb8282e9057.wav,d77ffb0d06918b42c6e65956f93dcb1f6749a68bed59783984f4ffc670e494dd,2.3,16000,local_cuda_sparktts_controlled_bicodec,
145,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f7104e3b5ac9,v4:kk:Train/tv_news/5f7104e3b5ac9,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:low,,,succeeded,female:low:low,,,1275198119,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/ca/caff31156acba443d7f21749185bce1d5f12f3947a3133e3ac5ffaf09c167130.wav,d06613640f5d057598465da213927add64fefb472ee3e0bd8c275c358c48d05e,6.3,16000,local_cuda_sparktts_controlled_bicodec,
149,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_33_049,v4:kk:Train/radio/01_33_049,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:high,,,succeeded,female:low:high,,,580067082,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/41/418521bb1754164488853291d506b4c7c6fcef8e96ab7c258fc14d79d0815e42.wav,cb84ab8eab647897113fb3ac63a911199270a766d58f80019cd0dde6755bafb2,2.2,16000,local_cuda_sparktts_controlled_bicodec,
153,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_70_335,v4:kk:Train/radio/01_70_335,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:low,,,succeeded,female:moderate:low,,,648081021,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/7c/7cdd5fec4098f623dde0954ecbc2da0f6e4608491780e059369f12d290fe6443.wav,0306cbebf750b0240bb4d9a585090a69074722754a52bfb5200c98c5fb0a7d4e,9.1,16000,local_cuda_sparktts_controlled_bicodec,
157,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_18_247,v4:kk:Train/talkshow/01_18_247,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:high,,,succeeded,female:moderate:high,,,313003002,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/21/21c7738ab5ff3c1e0022601fae527afd2f19f94fc3e678292268e2c75929f2db.wav,51e9c13eb421274421b0a4233dccd7f9d133d95b5b6f6ad3935cc83099ca7e9b,2.66,16000,local_cuda_sparktts_controlled_bicodec,
161,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_48_074,v4:kk:Train/talkshow/01_48_074,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:low,,,succeeded,female:high:low,,,316267494,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/7e/7e17fe25b2b80df1b9bf090dad81186f1fb9af79d8ac9e1fc2436a7315b63b8a.wav,7468354fa0ef5b4df36241cd6a9a86970328c1c048ebb33c5d12e21ec6eb5b7d,1.9,16000,local_cuda_sparktts_controlled_bicodec,
165,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_09_411,v4:kk:Train/parliament/senate_09_411,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:high,,,succeeded,female:high:high,,,390906240,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/85/855a8b7b0d7c4b53ae400a02073d68ab3fd69e54098916f583f8b5d50e226832.wav,1f0871e11d2b061757b5dfab4d5e50a3ecd2749a69f48eca5cfb15ed8c1ec01e,13.04,16000,local_cuda_sparktts_controlled_bicodec,
169,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_58_071,v4:kk:Train/talkshow/01_58_071,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:low,,,succeeded,male:low:low,,,2100362731,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/a6/a64fdc3653258a49bc630ad8392974d29fb1abdf6e301805e85813bcde11c700.wav,b09181781000856a5b33aab717b3882bae58ed669836f1b62452e30e3ce68b15,6.06,16000,local_cuda_sparktts_controlled_bicodec,
173,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_03_586,v4:kk:Train/parliament/mazhilis_03_586,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:high,,,succeeded,male:low:high,,,625075347,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/42/42fe85e6af83bc1181b493a74cd7d09f9f2f8fe0e3dff0e977a25bc43f0c76d7.wav,744fe3b7cb3ae3c3c7d1214bad2d183b8131651bf0d4b251c1b9c19893f6814f,13.88,16000,local_cuda_sparktts_controlled_bicodec,
177,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_10_795,v4:kk:Train/podcasts/04_10_795,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:low,,,succeeded,male:moderate:low,,,1802338865,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/71/7129ec65615d48047f8fa4870c7e669228effef9ed20caeb9230c3ee28038f36.wav,7e11210875ccafbf878f6d14eaf5a6f7949c7e3f04d9f4b12b36c9679f04709f,5.6,16000,local_cuda_sparktts_controlled_bicodec,
181,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_56_658,v4:kk:Train/radio/01_56_658,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:high,,,succeeded,male:moderate:high,,,798725827,3,"[""Spark-TTS generated no global tokens."", ""Spark-TTS generated no global tokens.""]",raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/eb/eb823b852aef9e7c3ee7bfa5881a9e77ce78d91496e9a1fbb7fcc25730b927e8.wav,f5b14d7914db5bf092fdbaffcba05bbc888eef7a3df94e89330bfa6223e5b85f,3.56,16000,local_cuda_sparktts_controlled_bicodec,
