selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,model_id,assigned_voice_id,assigned_speaker_id,assigned_emotion_id,terminal_state,actual_voice_id,actual_speaker_id,actual_emotion_id,actual_seed,generation_attempts,retry_errors,raw_relative_path,raw_audio_sha256,duration_s,original_sr,device,error
43,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_1_249,v4:kk:Train/parliament/mazhilis_17_1_249,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1532821211,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/db/dbc01fd970ef67a7d9c11965acac746f509db0a81401a2e3d08505d93a2fe9cb.wav,9c7b1469b9a811727c02093fc521bb222ea4ab8d0e47b90680f623697ba66d4d,23.728,16000,local_cuda_mms,
47,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d2d6e28de,v4:kk:Train/tv_news/6006d2d6e28de,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,639508933,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/19/19edc835e2216929cc7f0ffb57198b4983a3116fa8c04a905b6a03953abaf689.wav,beb17169b4573e08a283df0432ed852c19e1ce9cce0883ad0afe24f4ae594ecb,5.952,16000,local_cuda_mms,
51,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_11_009,v4:kk:Train/parliament/senate_11_009,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1526136554,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/fa/fafbe71265bf34e2823d9134dfa28203ca721031d7b97cb7a4d7938e2909b951.wav,aa8ddd7c5c51cea558ad9ba9560597eaab750822984e08ba9b07403b71259867,14.256,16000,local_cuda_mms,
55,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a66c92cdf,v4:kk:Train/tv_news/5fe2a66c92cdf,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,2044448433,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/6f/6fe8a714e0cbd20d7e74d3a00a04d5b84b2be08e81098a314e7a5438b403af26.wav,74f3a1aac6b746a235e2cd59c766a3742b8c7883d9ebeb774ad40b1dae9d05de,8.464,16000,local_cuda_mms,
59,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_75_269,v4:kk:Train/radio/01_75_269,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1944095143,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/6e/6e5fa7791669b76ba4cef0b3af3096f8b116a7f575822bb88feea736a8b57fad.wav,2040f419a280b07e710d3c52bc4055bce939fc2f58d664aa769559e6398cf9f9,3.616,16000,local_cuda_mms,
63,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d19149e23,v4:kk:Train/tv_news/5f71d19149e23,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,428286328,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/c1/c12896d7f2f44d57310f502ac1f373a93f692bc196cff6a19bf52e1c63955626.wav,11293503b810be192fe0e5805f9cfb6585af9aa261bbe6f42a5d4fe5ceccc9c6,8.4,16000,local_cuda_mms,
67,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_79_087,v4:kk:Train/podcasts/03_79_087,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1064003338,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/b7/b705e5fe75e5130d1309f3561e426798a49437a0057ea03317b9eb3989f2a7b3.wav,fb1124ef471c0e473a26cd7750253cb631294c648632a1c9cea6d56bca9ae43b,5.584,16000,local_cuda_mms,
71,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_03_697,v4:kk:Train/podcasts/01_03_697,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1307210775,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/b9/b9ce68871e02b0446c60ee2fe8f3326715a79163d3aa0d5cac3a28507e2d6030.wav,8e584be3b51f041c2c10a624a557ac667803c724e23bb8706221933ad1c8ae0f,5.584,16000,local_cuda_mms,
75,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_22_363,v4:kk:Train/talkshow/01_22_363,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,528092253,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/a6/a68259c9d5b2abddd8377e86ecc126ba871bac7d2ca31a379f2f0feecde93934.wav,356678ef1bb59a1cb3a870fa3aac58a598d74ad5dc6b7b4452efc4d6daf3fa56,6.336,16000,local_cuda_mms,
79,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a6d268076,v4:kk:Train/tv_news/5fe2a6d268076,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,879488431,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/dd/dd0c045db9a2a029c69b4386dcc587ce18aec954e74497b92df40aa2700bcda5.wav,baa0678f7e061aa363bed9d8661bd793ed9598fb92db38b4899bf889b86e9eec,6.384,16000,local_cuda_mms,
83,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_11_024,v4:kk:Train/talkshow/01_11_024,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1327848517,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/44/44a7c6c41a429e327af72f12765dc000263d3c2cc582443f1c13d57b93839654.wav,b60a2c1e6f74b77cb8e8cf6382c81af5af93a1d4a55f5c1a33e28e889b62f334,5.136,16000,local_cuda_mms,
87,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_1_112,v4:kk:Train/parliament/mazhilis_17_1_112,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,749504476,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/ba/ba465da84ca2a10514b4d1e447af8d52127dcc3a401c24697db0d5859e87ba7d.wav,3b820ae369382a3d61184fd941aa4ea2e5574d21bf4cbecb5174768269aad951,8.16,16000,local_cuda_mms,
91,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_09_719,v4:kk:Train/parliament/senate_09_719,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,566980099,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/91/9131d0419d3a92053df171987c86a00d40730eff09dc015f4cc2f27885adf3c8.wav,cecf2acdbba29e4e52ab4050428de6a70cf9f5a74c3140e654a6bd107e6c607c,6.48,16000,local_cuda_mms,
95,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_48_340,v4:kk:Train/talkshow/01_48_340,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,798653220,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/21/21f7e00c72894f900d0d4875b6856e6bafdc871393ec3b6fdec4edc7f992e159.wav,095b67604186d80179df044e39294f8175f62396aac9665daa53c3aa829c0739,8.176,16000,local_cuda_mms,
99,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cf9c76f5d,v4:kk:Train/tv_news/5f71cf9c76f5d,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,14954835,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/ec/ec1e81fde0c3d9282d4198bede422b7e919bd04bb8dd6970aed58c5564b53f98.wav,6d9e3c2d1e16435a64e024f7a939dda3c52c668e563327e9a0dfeb278f1d202c,13.904,16000,local_cuda_mms,
103,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_49_584,v4:kk:Train/talkshow/01_49_584,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1780522486,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/cf/cf397c3899fb5c374594bc42e194ea8b09f9476e1a013d93576469844a07fb5d.wav,6924abe5a49a66bc92f02b2bd98965fa3c88d4c94ef4b626f4579a9743d2bf2b,5.92,16000,local_cuda_mms,
107,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_02_509,v4:kk:Train/podcasts/01_02_509,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,295309788,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/2a/2a8d4349815f30f90391a5b1ea6dd6dac7772198277ec914e609dcc88ecc6cbd.wav,3229ff22170e3afeac890c307ffb7421fef70d49a40f0d7ccf80255e24228e0b,8.896,16000,local_cuda_mms,
111,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_05_381,v4:kk:Train/podcasts/04_05_381,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,982451662,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/fc/fce4b5ba57cf6d857deae36d62b429e27174d72614f4ed2cb80be9422deeb4c3.wav,7c446745ade4d29c9edf523f21a6d690167e92ffccd50b5b318d473034878a38,3.392,16000,local_cuda_mms,
115,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e8de6f5cd,v4:kk:Train/tv_news/5fa2e8de6f5cd,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1647563778,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/ae/ae80cdc5dc57389fc1c0345c4683698042ef3f4b64a7957a0f34ed97a525849e.wav,0b480319c87ceeee82e4f817ac2f257315a4651928a939397f3258d60af7b1ea,6.016,16000,local_cuda_mms,
119,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_60_549,v4:kk:Train/radio/01_60_549,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1779456154,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/80/801415f67aa79703dbc5e4c375782960d2779e5c6cad4cc85a7c2d2867fbded7.wav,a968f060284e0e24ea2616a2d11c3353cb69af9f01a95b3a96d66c9d8835d760,4.96,16000,local_cuda_mms,
123,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_07_584,v4:kk:Train/podcasts/01_07_584,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1101154462,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/73/736126fdcdc8f188dc90b63f4e375ead347c5f7882adb5ee8b6fe57ec76ccc52.wav,0f15454db9a598542e7f623da72d88ffbe2351907ac9b7ce48343feade51c494,3.44,16000,local_cuda_mms,
127,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e6f035509,v4:kk:Train/tv_news/5fa2e6f035509,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,978507125,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/ff/ff365803f9cde184e426c1d5e6b2de4f02f671c05a63ae39a716e3055d31acd7.wav,b6b678b4ce33a012e8b7ba57dfbc890bb90e8b418eee2a066a3cbab69ee31d0d,6.704,16000,local_cuda_mms,
131,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_42_378,v4:kk:Train/radio/01_42_378,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1794953030,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/da/dab408a41d91c38862f013516f45ccc48302050a98211f48189bff4714189404.wav,d34ab290d3a28475bf928681724aef03963674ebcf91cd808488ea406623abd9,8.912,16000,local_cuda_mms,
135,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_58_189,v4:kk:Train/radio/01_58_189,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,857544927,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/0c/0cf088d546183ea00c2307ff60cfc6b6fa88369be82248308eda4a69280c2ea8.wav,5920d02bdb325e93c256230a2b79d97dabc82857b73731b82727dce2633dcfc0,5.808,16000,local_cuda_mms,
139,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_03_034,v4:kk:Train/podcasts/04_03_034,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,594445497,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/9c/9c8db721d96ed3c1d6f2af304bf36fe99200b7204bdddf6862d28b081c61973e.wav,342b8d61d4d5a0ea890cfd102ff36bfdefb0dab3f6416ee631291695cbca998e,7.04,16000,local_cuda_mms,
143,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d25a1cf96,v4:kk:Train/tv_news/6006d25a1cf96,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1246626368,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/4c/4cfc879d625ea6c9465652b47f5a2ac641ec38a25eb3d610028f5f1cd165b05b.wav,31039d7e493c835565e8fa38a5460d30a0926efcd90da3b2c111a703eb73a655,3.824,16000,local_cuda_mms,
147,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_07_026,v4:kk:Train/talkshow/01_07_026,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1302557727,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/59/591e45865abca7a24b2489483bfffca19f618d04e6c58bc7518cfbf51733fc05.wav,4e2d8bd35cc02d8ee886034235857600a25d4e9c0538d9e97188cad1110151c5,6.848,16000,local_cuda_mms,
151,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_13_473,v4:kk:Train/parliament/senate_13_473,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1215136156,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/f4/f40cbcdbb7ee17cb6df31aba8e05d0d844b0426ff23990bf885dfc9dfbde9f0f.wav,9d2421aa6a111245702d2f8fedfcf28806cdab5c1a39eff25d65f05d68142336,9.856,16000,local_cuda_mms,
155,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_09_015,v4:kk:Train/radio/01_09_015,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1593255410,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/9a/9a85e1e3e7cc641a221361f75baa5e3f5a19d8d8f5e0c5793e4469b9e900afdb.wav,6ceab6ff5e5afac5df95886064fda659cb589a6a31ef63474657ef8fa755a9b1,14.256,16000,local_cuda_mms,
159,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_73_330,v4:kk:Train/talkshow/01_73_330,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1549053754,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/b5/b5f5761cdc9db93c744ce09b90823386e4f7321be11a2db32061f7ca92048945.wav,80bef99a0b30b45e1b9acf6b9c5530854d0279e0cdb338d217d1a21dcb7e157c,4.768,16000,local_cuda_mms,
163,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_07_563,v4:kk:Train/podcasts/04_07_563,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,500857319,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/e3/e323217c73d1ece1d4db7dab58aa20a402b89d509f61f88d50ffa69240f658af.wav,1f975d841b584978ed0aff9c5e140afb9073ef2b4a6fca5dcd1cbd6b1ff7a66a,13.456,16000,local_cuda_mms,
167,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_16_1_020,v4:kk:Train/parliament/mazhilis_16_1_020,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1127228308,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/f5/f5c4980fb3363500221732ded846b08172c56d7308422b1440e5b4c82b358f9b.wav,0428b91a7ca454030d9d3c990c89db16cf02290b6c654d10df38224ce6d25c0a,13.072,16000,local_cuda_mms,
171,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d30e4e70d,v4:kk:Train/tv_news/6006d30e4e70d,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,197366580,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/25/259789229a11ba9146f32e4250e467e5c8da137691304ed9194702a71c7247d4.wav,f072a44ac0b918d94aa7eabed0be5de8aa555caf0265c86a82725c389cbf460a,4.752,16000,local_cuda_mms,
175,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_22_171,v4:kk:Train/talkshow/01_22_171,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,210047697,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/c5/c53faa48e8861c3c512ec3f9428953b4b4f2122072ca56f540d2d293d2813695.wav,0195b72de1626f37a63dee27d3c241046664ae6354d281704c4ed858ab2fd89c,4.208,16000,local_cuda_mms,
179,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cee274277,v4:kk:Train/tv_news/5f71cee274277,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,762854416,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/4f/4f206f75a10735e0c9c3eba650d766111fd38651d8919022728e1bb50596197d.wav,e30ad0439412eb951cb8351e25622546d11ef579c60da5a3dd2e0d9ccabc1a72,4.736,16000,local_cuda_mms,
183,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_02_511,v4:kk:Train/podcasts/01_02_511,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,1638151393,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/f6/f6868bd04e251835b7c9d55f33a0d830830d581028b0cf8a985354277c0526ad.wav,672261ee9d6efc27f3a1fc8f2735ec911fdf786933bface8d50c736831410593,6.064,16000,local_cuda_mms,
187,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_71_447,v4:kk:Train/talkshow/01_71_447,kk-mms-kaz-v1,mms_vits_tts,mms_tts_kaz,mms_tts_kaz_default,,,succeeded,mms_tts_kaz_default,,,2003357401,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-mms-kaz-v1/39/39d8b25d4c24c0f3aa0cc291d04664984db146a10ead4664e97884867e9bf00c.wav,cde9645185d8f0cdb7891f2f3e59e1155dcc796821b3e7abdeec67870021c784,2.816,16000,local_cuda_mms,
